"","subject","source","target","sent_date","sent_time","type"
"5262","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5263","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5264","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Varja.Lagos@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5265","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Elsa.Orilla@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5266","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5267","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5268","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5269","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5270","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Adra.Nubarron@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5271","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Lidelse.Dedos@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5272","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5273","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5274","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Kare.Orilla@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5275","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5276","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Hennie.Osvaldo@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5277","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5278","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5279","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5280","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5281","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Edvard.Vann@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5282","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Bertrand.Ovan@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5283","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5284","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Willem.Vasco-Pais@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5285","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5286","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Stenig.Fusil@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5287","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5288","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5289","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Felix.Resumir@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5290","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Linnea.Bergen@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5291","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Gustav.Cazar@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5292","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Brand.Tempestad@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5293","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5294","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5295","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5296","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Ingrid.Barranco@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5297","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5298","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Ingrid.Barranco@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5299","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5300","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Orhan.Strum@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5301","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5302","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Sten.Sanjorge Jr.@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5303","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5304","RE: News on VIP Visit January 20 - Please Read!","Adra.Nubarron@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-13","04:19:00 PM","Work related"
"5305","RE: News on VIP Visit January 20 - Please Read!","Hennie.Osvaldo@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-13","04:51:00 PM","Work related"
"5306","RE: NO DECAF - HA HA","Vira.Frente@gastech.com.kronos","Marin.Onda@gastech.com.kronos","2014-01-17","10:14:00 AM","Non-work related"
"5307","RE: NO DECAF - HA HA","Marin.Onda@gastech.com.kronos","Vira.Frente@gastech.com.kronos","2014-01-17","11:55:00 AM","Non-work related"
"5308","RE: NO DECAF - HA HA","Marin.Onda@gastech.com.kronos","Vira.Frente@gastech.com.kronos","2014-01-17","10:16:00 AM","Non-work related"
"5309","RE: NO DECAF - HA HA","Vira.Frente@gastech.com.kronos","Marin.Onda@gastech.com.kronos","2014-01-17","10:46:00 AM","Non-work related"
"5310","RE: No hurry","Cornelia.Lais@gastech.com.kronos","Hideki.Cocinaro@gastech.com.kronos","2014-01-07","02:46:00 PM","Non-work related"
"5311","RE: No hurry","Hideki.Cocinaro@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-07","02:33:00 PM","Non-work related"
"5312","RE: No hurry","Cornelia.Lais@gastech.com.kronos","Hideki.Cocinaro@gastech.com.kronos","2014-01-07","02:22:00 PM","Non-work related"
"5313","RE: Notification of outside visit","Varja.Lagos@gastech.com.kronos","Stenig.Fusil@gastech.com.kronos","2014-01-13","08:42:00 PM","Work related"
"5314","RE: Notification of outside visit","Varja.Lagos@gastech.com.kronos","Varja.Lagos@gastech.com.kronos","2014-01-13","08:42:00 PM","Work related"
"5315","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Loreto.Bodrogi@gastech.com.kronos","2014-01-08","04:48:00 PM","Work related"
"5316","RE: Notification of outside visit","Varja.Lagos@gastech.com.kronos","Felix.Resumir@gastech.com.kronos","2014-01-13","08:42:00 PM","Work related"
"5317","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-08","04:48:00 PM","Work related"
"5318","RE: Notification of outside visit","Varja.Lagos@gastech.com.kronos","Loreto.Bodrogi@gastech.com.kronos","2014-01-13","08:42:00 PM","Work related"
"5319","RE: Notification of outside visit","Varja.Lagos@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-13","08:42:00 PM","Work related"
"5320","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Felix.Resumir@gastech.com.kronos","2014-01-08","05:02:00 PM","Work related"
"5321","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Stenig.Fusil@gastech.com.kronos","2014-01-08","05:35:00 PM","Work related"
"5322","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Felix.Resumir@gastech.com.kronos","2014-01-08","05:35:00 PM","Work related"
"5323","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-08","05:02:00 PM","Work related"
"5324","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Hennie.Osvaldo@gastech.com.kronos","2014-01-08","04:48:00 PM","Work related"
"5325","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Felix.Resumir@gastech.com.kronos","2014-01-08","04:48:00 PM","Work related"
"5326","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-08","05:02:00 PM","Work related"
"5327","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-08","04:48:00 PM","Work related"
"5328","RE: Notification of outside visit","Varja.Lagos@gastech.com.kronos","Hideki.Cocinaro@gastech.com.kronos","2014-01-13","08:42:00 PM","Work related"
"5329","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-08","05:35:00 PM","Work related"
"5330","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Loreto.Bodrogi@gastech.com.kronos","2014-01-08","05:35:00 PM","Work related"
"5331","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Hennie.Osvaldo@gastech.com.kronos","2014-01-08","05:02:00 PM","Work related"
"5332","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Stenig.Fusil@gastech.com.kronos","2014-01-08","05:02:00 PM","Work related"
"5333","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Hennie.Osvaldo@gastech.com.kronos","2014-01-08","05:35:00 PM","Work related"
"5334","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Stenig.Fusil@gastech.com.kronos","2014-01-08","04:48:00 PM","Work related"
"5335","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Loreto.Bodrogi@gastech.com.kronos","2014-01-08","05:02:00 PM","Work related"
"5336","RE: Notification of outside visit","Stenig.Fusil@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-08","05:35:00 PM","Work related"
"5337","RE: Notification of outside visit","Varja.Lagos@gastech.com.kronos","Isia.Vann@gastech.com.kronos","2014-01-13","08:42:00 PM","Work related"
"5338","RE: Notification of outside visit","Varja.Lagos@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-13","08:42:00 PM","Work related"
"5339","RE: On my way","Hideki.Cocinaro@gastech.com.kronos","Isande.Borrasca@gastech.com.kronos","2014-01-15","12:41:00 PM","Work related"
"5340","RE: Operational efficiencies","Sten.Sanjorge Jr.@gastech.com.tethys","Willem.Vasco-Pais@gastech.com.kronos","2014-01-14","06:05:00 PM","Work related"
"5341","RE: Operational efficiencies","Sten.Sanjorge Jr.@gastech.com.tethys","Willem.Vasco-Pais@gastech.com.kronos","2014-01-14","03:52:00 PM","Work related"
"5342","RE: Operational efficiencies","Sten.Sanjorge Jr.@gastech.com.tethys","Sten.Sanjorge Jr.@gastech.com.tethys","2014-01-14","06:05:00 PM","Work related"
"5343","RE: Operational efficiencies","Sten.Sanjorge Jr.@gastech.com.tethys","Sten.Sanjorge Jr.@gastech.com.tethys","2014-01-14","03:52:00 PM","Work related"
"5344","RE: Out of staples","Axel.Calzas@gastech.com.kronos","Varja.Lagos@gastech.com.kronos","2014-01-10","12:24:00 PM","Work related"
"5345","RE: Out of staples","Henk.Mies@gastech.com.kronos","Edvard.Vann@gastech.com.kronos","2014-01-17","04:17:00 PM","Work related"
"5346","RE: Out of staples","Varja.Lagos@gastech.com.kronos","Axel.Calzas@gastech.com.kronos","2014-01-10","11:45:00 AM","Work related"
"5347","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Brand.Tempestad@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5348","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Stenig.Fusil@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5349","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Mat.Bramar@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5350","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Albina.Hafon@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5351","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Varja.Lagos@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5352","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5353","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Felix.Balas@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5354","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Minke.Mies@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5355","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Axel.Calzas@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5356","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Vira.Frente@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5357","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Isande.Borrasca@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5358","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Lidelse.Dedos@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5359","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Gustav.Cazar@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5360","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Isia.Vann@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5361","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Birgitta.Frente@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5362","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Hennie.Osvaldo@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5363","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Ada.Campo-Corrente@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5364","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Bertrand.Ovan@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5365","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Emile.Arpa@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5366","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5367","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Elsa.Orilla@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5368","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Orhan.Strum@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5369","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Ingrid.Barranco@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5370","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5371","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5372","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Irene.Nant@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5373","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Loreto.Bodrogi@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5374","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Henk.Mies@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5375","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Lars.Azada@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5376","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Kare.Orilla@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5377","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Adra.Nubarron@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5378","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Hideki.Cocinaro@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5379","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Varro.Awelon@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5380","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Linda.Lagos@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5381","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5382","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5383","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5384","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Sten.Sanjorge Jr.@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5385","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Carla.Forluniau@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5386","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Dylan.Scozzese@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5387","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Felix.Resumir@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5388","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5389","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Linnea.Bergen@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5390","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Willem.Vasco-Pais@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5391","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5392","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5393","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Edvard.Vann@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5394","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Sven.Flecha@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5395","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Nils.Calixto@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5396","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5397","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Inga.Ferro@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5398","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Rachel.Pantanal@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5399","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Marin.Onda@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5400","RE: Parking lottery winners","Felix.Resumir@gastech.com.kronos","Cecilia.Morluniau@gastech.com.kronos","2014-01-08","03:31:00 PM","Non-work related"
"5401","RE: Patch status","Isak.Baza@gastech.com.kronos","Sven.Flecha@gastech.com.kronos","2014-01-14","11:27:00 AM","Work related"
"5402","RE: Patch status","Isak.Baza@gastech.com.kronos","Sven.Flecha@gastech.com.kronos","2014-01-14","11:32:00 AM","Work related"
"5403","RE: Patch status","Sven.Flecha@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-14","11:11:00 AM","Work related"
"5404","RE: Patch status","Isak.Baza@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-14","11:32:00 AM","Work related"
"5405","RE: Patch status","Isak.Baza@gastech.com.kronos","Isak.Baza@gastech.com.kronos","2014-01-14","11:27:00 AM","Work related"
"5406","RE: Patch status","Sven.Flecha@gastech.com.kronos","Sven.Flecha@gastech.com.kronos","2014-01-14","11:11:00 AM","Work related"
"5407","RE: Patrol schedule changes","Loreto.Bodrogi@gastech.com.kronos","Inga.Ferro@gastech.com.kronos","2014-01-06","12:44:00 PM","Work related"
"5408","RE: Patrol schedule changes","Loreto.Bodrogi@gastech.com.kronos","Varja.Lagos@gastech.com.kronos","2014-01-06","12:44:00 PM","Work related"
"5409","RE: Patrol schedule changes","Loreto.Bodrogi@gastech.com.kronos","Hennie.Osvaldo@gastech.com.kronos","2014-01-06","12:44:00 PM","Work related"
"5410","RE: Patrol schedule changes","Loreto.Bodrogi@gastech.com.kronos","Loreto.Bodrogi@gastech.com.kronos","2014-01-06","12:44:00 PM","Work related"
"5411","RE: Planning for staff picnic","Ada.Campo-Corrente@gastech.com.kronos","Benito.Hawelon@gastech.com.kronos","2014-01-07","05:02:00 PM","Work related"
"5412","RE: Planning for staff picnic","Ingrid.Barranco@gastech.com.kronos","Lidelse.Dedos@gastech.com.kronos","2014-01-07","04:08:00 PM","Work related"
"5413","RE: Planning for staff picnic","Ada.Campo-Corrente@gastech.com.kronos","Edvard.Vann@gastech.com.kronos","2014-01-07","05:02:00 PM","Work related"
"5414","RE: Planning for staff picnic","Elsa.Orilla@gastech.com.kronos","Lucas.Alcazar@gastech.com.kronos","2014-01-07","04:51:00 PM","Work related"
"5415","RE: Planning for staff picnic","Ingrid.Barranco@gastech.com.kronos","Kare.Orilla@gastech.com.kronos","2014-01-07","04:08:00 PM","Work related"
"5416","RE: Planning for staff picnic","Ingrid.Barranco@gastech.com.kronos","Birgitta.Frente@gastech.com.kronos","2014-01-07","04:08:00 PM","Work related"
"5417","RE: Planning for staff picnic","Ingrid.Barranco@gastech.com.kronos","Axel.Calzas@gastech.com.kronos","2014-01-07","04:08:00 PM","Work related"
"5418","RE: Planning for staff picnic","Edvard.Vann@gastech.com.kronos","Ruscella.Mies.Haber@gastech.com.kronos","2014-01-07","04:15:00 PM","Work related"
"5419","RE: Planning for staff picnic","Ada.Campo-Corrente@gastech.com.kronos","Vira.Frente@gastech.com.kronos","2014-01-07","05:02:00 PM","Work related"
"5420","RE: Planning for staff picnic","Edvard.Vann@gastech.com.kronos","Anda.Ribera@gastech.com.kronos","2014-01-07","04:15:00 PM","Work related"
"5421","RE: Planning for staff picnic","Ingrid.Barranco@gastech.com.kronos","Gustav.Cazar@gastech.com.kronos","2014-01-07","04:08:00 PM","Work related"
"5422","RE: Planning for staff picnic","Ada.Campo-Corrente@gastech.com.kronos","Birgitta.Frente@gastech.com.kronos","2014-01-07","05:02:00 PM","Work related"
"5423","RE: Planning for staff picnic","Ingrid.Barranco@gastech.com.kronos","Brand.Tempestad@gastech.com.kronos","2014-01-07","04:08:00 PM","Work related"
"5424","RE: Planning for staff picnic","Ada.Campo-Corrente@gastech.com.kronos","Kanon.Herrero@gastech.com.kronos","2014-01-07","05:02:00 PM","Work related"
"5425","RE: Planning for staff picnic","Ada.Campo-Corrente@gastech.com.kronos","Adra.Nubarron@gastech.com.kronos","2014-01-07","05:02:00 PM","Work related"
"5426","RE: Planning for staff picnic","Ada.Campo-Corrente@gastech.com.kronos","Valeria.Morlun@gastech.com.kronos","2014-01-07","05:02:00 PM","Work related"
"5427","RE: Planning for staff picnic","Ingrid.Barranco@gastech.com.kronos","Ada.Campo-Corrente@gastech.com.kronos","2014-01-07","04:08:00 PM","Work related"
"5428","RE: Planning for staff picnic","Edvard.Vann@gastech.com.kronos","Dante.Coginian@gastech.com.kronos","2014-01-07","04:15:00 PM","Work related"
"5429","RE: Planning for staff picnic","Ingrid.Barranco@gastech.com.kronos","Marin.Onda@gastech.com.kronos","2014-01-07","04:08:00 PM","Work related"
"5430","RE: Planning for staff picnic","Elsa.Orilla@gastech.com.kronos","Adan.Morlun@gastech.com.kronos","2014-01-07","04:51:00 PM","Work related"
"5431","RE: Planning for staff picnic","Edvard.Vann@gastech.com.kronos","Claudio.Hawelon@gastech.com.kronos","2014-01-07","04:15:00 PM","Work related"
"5432","RE: Planning for staff picnic","Edvard.Vann@gastech.com.kronos","Inga.Ferro@gastech.com.kronos","2014-01-07","04:15:00 PM","Work related"
"5433","RE: Planning for staff picnic","Edvard.Vann@gastech.com.kronos","Cornelia.Lais@gastech.com.kronos","2014-01-07","04:15:00 PM","Work related"
"5434","RE: Planning for staff picnic","Ingrid.Barranco@gastech.com.kronos","Vira.Frente@gastech.com.kronos","2014-01-07","04:08:00 PM","Work related"
"5435","RE: Planning for staff picnic","Ada.Campo-Corrente@gastech.com.kronos","Hennie.Osvaldo@gastech.com.kronos","2014-01-07","05:02:00 PM","Work related"
